,Agriculture,Energy,Indus metal,Precious metal,Timestamp
0,0.28679336329645205,0.12319029986177575,0.21859823312575188,0.3714181037160203,1992-01-31
1,0.2995376836286708,0.10686425475833582,0.2351991030680382,0.3583989585449552,1992-02-28
2,0.29377630290045137,0.10583885663579946,0.2424853605175913,0.3578994799461579,1992-03-31
3,0.27782572673876327,0.12202825941160925,0.24981912662911357,0.35032688722051397,1992-04-30
4,0.2703404003737634,0.09594059490729549,0.3361895624619522,0.2975294422569889,1992-05-29
5,0.30351793151604806,0.11774792422085413,0.28636044782709613,0.29237369643600175,1992-06-30
6,0.3563729994303075,0.12603368832298173,0.24955751554412164,0.26803579670258915,1992-07-31
7,0.3580958902828351,0.1264062669786869,0.25010920190430197,0.26538864083417607,1992-08-31
8,0.3624215861273236,0.12163842157116578,0.23485272317878944,0.2810872691227211,1992-09-30
9,0.40231280410867437,0.11976752054673707,0.19278814651791798,0.28513152882667064,1992-10-30
10,0.39272169662113876,0.12904280662378656,0.19731066561427013,0.28092483114080463,1992-11-30
11,0.3646407530868151,0.17203827099704597,0.16578250501484829,0.29753847090129065,1992-12-31
12,0.36929628271289244,0.13713920117410477,0.16522614095730598,0.3283383751556968,1993-01-29
13,0.3651213590878989,0.13197895625213057,0.1746885307434875,0.3282111539164831,1993-02-26
14,0.3686692737820234,0.14755560579765586,0.2240463177261821,0.2597288026941386,1993-03-31
15,0.3964765159492057,0.1305991577538393,0.23712955187448076,0.2357947744224744,1993-04-30
16,0.41459682806855297,0.1661488335971233,0.23579403045918912,0.1834603078751347,1993-05-31
17,0.38947564974004,0.16738597072724037,0.24756185658336075,0.19557652294935896,1993-06-30
18,0.3954652927338501,0.2312739686898993,0.251894789412793,0.12136594916345764,1993-07-30
19,0.4336509237055069,0.2520111081751515,0.22273336280186642,0.0916046053174752,1993-08-31
20,0.4673242506434053,0.293660368727773,0.1656285414503688,0.07338683917845297,1993-09-30
21,0.4359409478915388,0.3024238358796189,0.2132435431596394,0.048391673069202897,1993-10-29
22,0.4553651998431454,0.29146627289965327,0.21133648999836158,0.04183203725883968,1993-11-30
23,0.4766601366281939,0.3119412018435587,0.17317445398339074,0.0382242075448567,1993-12-31
24,0.4778404416037127,0.24590119691720966,0.14334852023521513,0.1329098412438626,1994-01-31
25,0.45136015056544204,0.24820386101244135,0.1581351874756796,0.142300800946437,1994-02-28
26,0.46109276330328275,0.26013758709590673,0.13943283293125433,0.1393368166695562,1994-03-31
27,0.4385669311744127,0.251402308798208,0.1400752741446002,0.16995548588277906,1994-04-29
28,0.39533659871558585,0.25559598675810846,0.1538826419099683,0.19518477261633735,1994-05-31
29,0.4002767060380478,0.251859218281269,0.15152206693747075,0.19634200874321248,1994-06-30
30,0.4215824888027251,0.2390454261103693,0.12494796995351927,0.21442411513338636,1994-07-29
31,0.4069911080500616,0.20509832520281873,0.13468853439977455,0.2532220323473451,1994-08-31
32,0.34156391469888725,0.19366803440568517,0.13236208970556704,0.3324059611898605,1994-09-30
33,0.34213400389844395,0.1902223506474352,0.15566585045517017,0.31197779499895073,1994-10-31
34,0.3084024688872634,0.19382669442223394,0.18973182144734532,0.30803901524315735,1994-11-30
35,0.26178427041623004,0.13915245542403581,0.20572497583495214,0.393338298324782,1994-12-30
36,0.26220952940095016,0.15522816442434825,0.21940352975926428,0.36315877641543737,1995-01-31
37,0.3059378448224423,0.16976037493499818,0.16862258609285882,0.35567919414970073,1995-02-28
38,0.37193881104743354,0.1671203840393595,0.17688953124211518,0.28405127367109184,1995-03-31
39,0.36817918646398157,0.16143196483677197,0.1810787816841742,0.28931006701507217,1995-04-28
40,0.45277387791759083,0.11925236606542398,0.17693158908154982,0.25104216693543535,1995-05-31
41,0.44551410405341574,0.12893935596451334,0.1782182510658045,0.2473282889162665,1995-06-30
42,0.4541092143319675,0.1033433950340086,0.17867382078374205,0.2638735698502818,1995-07-31
43,0.44775697058693176,0.11627605670217711,0.18434931548719807,0.2516176572236931,1995-08-31
44,0.47801671636016607,0.11936805010543941,0.18609861601810393,0.21651661751629064,1995-09-29
45,0.47471994578522225,0.12032730365188922,0.19069085491836912,0.21426189564451942,1995-10-31
46,0.4850098382944212,0.13743725204946214,0.16340497358704206,0.21414793606907465,1995-11-30
47,0.5435957389051048,0.04947519217014473,0.1773540022622308,0.22957506666251962,1995-12-29
48,0.6002965155244386,0.06959009417670253,0.14043373817137444,0.18967965212748447,1996-01-31
49,0.5369924274156767,0.09046147776401454,0.28477856315079314,0.08776753166951579,1996-02-29
50,0.41776093837175465,0.05690643516073873,0.2944129161586044,0.2309197103089023,1996-03-29
51,0.28012171374815376,0.05272941068526427,0.3628613252438605,0.3042875503227214,1996-04-30
52,0.2680266542254074,0.05657723299040792,0.31838283678081253,0.3570132760033722,1996-05-31
53,0.2949516566415339,0.18970641603818564,0.1452989267924001,0.3700430005278803,1996-06-28
54,0.244444373237631,0.17010923743714546,0.17941651745429657,0.40602987187092704,1996-07-31
55,0.2181990487953937,0.18044889058944216,0.16880893347911838,0.43254312713604587,1996-08-30
56,0.18759959975854032,0.22670077177390993,0.16243945284285935,0.4232601756246905,1996-09-30
57,0.1530149620031488,0.2376859281341433,0.1760730845774576,0.4332260252852502,1996-10-31
58,0.15822574813144014,0.22732296361047102,0.14815270114255683,0.46629858711553207,1996-11-29
59,0.11912552238097224,0.2710280627659144,0.08467618725954548,0.5251702275935677,1996-12-31
60,0.16255805711306473,0.18260010529227447,0.10607095885170008,0.5487708787429607,1997-01-31
61,0.15406168765938583,0.23819194853806783,0.12591232830102078,0.4818340355015256,1997-02-28
62,0.13773466446033764,0.2594890517566028,0.12355749833920299,0.4792187854438564,1997-03-31
